src_ip,dest_ip,protocol,src_port,dest_port,flow_duration,bytes,packets,timestamp,label
41.80.174.222,249.107.212.21,TCP,33630,18507,7.309,8023,185,2025-11-03 19:39:00,0
103.53.182.95,216.154.26.77,ICMP,28115,63626,2.357,9081,51,2025-11-03 19:40:00,0
147.61.98.93,50.156.166.57,TCP,6659,63382,0.095,2047,58,2025-11-03 19:41:00,0
187.64.67.28,119.219.164.221,UDP,54023,12767,0.031,4210,147,2025-11-03 19:42:00,0
18.25.103.147,64.47.149.228,UDP,59305,6697,1.141,8567,155,2025-11-03 19:43:00,0
55.118.123.185,158.155.150.225,TCP,34556,62767,3.405,9035,25,2025-11-03 19:44:00,0
134.128.7.225,4.130.60.96,ICMP,23714,3982,3.062,8594,149,2025-11-03 19:45:00,0
51.234.84.216,4.64.139.141,UDP,18060,61827,4.401,6373,123,2025-11-03 19:46:00,0
25.174.182.192,162.123.186.93,ICMP,46064,16856,7.391,7679,25,2025-11-03 19:47:00,0
249.234.82.93,201.30.70.141,ICMP,57220,19790,2.369,2061,125,2025-11-03 19:48:00,0
117.137.55.12,182.1.160.50,ICMP,48935,309,0.874,6253,179,2025-11-03 19:49:00,1
161.119.70.17,135.145.178.8,UDP,45586,40464,8.048,2609,71,2025-11-03 19:50:00,1
253.188.121.124,55.203.42.187,UDP,11345,27511,2.023,7421,35,2025-11-03 19:51:00,0
10.30.59.70,30.58.8.220,TCP,30176,29373,1.691,2115,70,2025-11-03 19:52:00,0
17.49.36.210,68.166.80.139,ICMP,21372,7708,7.226,9136,104,2025-11-03 19:53:00,0
190.217.240.118,123.129.22.191,UDP,22019,15523,13.601,6094,178,2025-11-03 19:54:00,0
208.199.215.205,242.21.188.154,UDP,55935,35816,12.323,8037,143,2025-11-03 19:55:00,0
157.159.215.80,140.159.8.235,TCP,25786,26498,0.739,4498,152,2025-11-03 19:56:00,0
11.223.133.123,197.89.198.221,UDP,1169,30525,3.497,2125,49,2025-11-03 19:57:00,0
35.32.17.165,33.151.88.95,UDP,6125,43960,0.487,2751,68,2025-11-03 19:58:00,0
13.201.228.90,221.68.37.237,UDP,5271,34786,16.218,6887,7,2025-11-03 19:59:00,1
110.208.191.1,139.159.63.72,TCP,10602,13367,1.212,3744,94,2025-11-03 20:00:00,0
63.216.33.103,20.33.110.42,TCP,5212,37650,1.1,5842,128,2025-11-03 20:01:00,0
10.127.211.7,136.65.20.79,ICMP,32798,34247,10.986,5269,81,2025-11-03 20:02:00,0
56.79.164.157,253.69.4.246,UDP,64313,26929,17.187,183,182,2025-11-03 20:03:00,0
252.11.144.48,246.66.234.171,TCP,44571,20582,5.981,3308,38,2025-11-03 20:04:00,0
212.25.111.211,16.98.72.35,TCP,3720,24106,0.645,9301,94,2025-11-03 20:05:00,1
122.238.11.149,83.170.109.226,TCP,62380,37639,3.326,2225,45,2025-11-03 20:06:00,1
42.60.57.253,39.9.201.148,ICMP,63065,19844,8.481,2577,103,2025-11-03 20:07:00,0
182.33.6.109,1.5.180.174,ICMP,42032,44715,4.249,6785,137,2025-11-03 20:08:00,0
35.14.192.218,251.65.37.161,ICMP,47982,42192,0.711,5737,55,2025-11-03 20:09:00,0
227.24.233.59,67.99.76.35,ICMP,20737,5435,0.943,341,52,2025-11-03 20:10:00,1
251.78.85.251,207.44.149.235,ICMP,45573,60465,9.981,2205,111,2025-11-03 20:11:00,1
134.179.206.88,68.253.16.5,UDP,44572,33340,3.744,1800,49,2025-11-03 20:12:00,0
149.70.120.253,213.56.215.95,UDP,53657,19974,6.118,5326,183,2025-11-03 20:13:00,1
93.253.95.32,168.244.247.30,TCP,31899,41108,2.335,2694,70,2025-11-03 20:14:00,0
53.58.253.69,170.6.240.124,ICMP,26374,55071,3.802,4907,111,2025-11-03 20:15:00,0
190.131.85.18,199.90.215.147,ICMP,5665,64723,18.884,9680,131,2025-11-03 20:16:00,0
227.80.241.114,169.247.161.150,TCP,6583,11636,2.0,5132,68,2025-11-03 20:17:00,0
184.23.65.141,52.242.218.6,UDP,35052,65174,5.616,6620,101,2025-11-03 20:18:00,1
62.53.142.197,202.108.94.153,ICMP,50825,597,0.947,671,38,2025-11-03 20:19:00,0
131.36.36.229,66.9.201.26,ICMP,12655,21458,0.649,8593,198,2025-11-03 20:20:00,1
131.190.34.180,133.213.67.247,ICMP,36840,32416,7.654,2114,49,2025-11-03 20:21:00,1
215.123.155.252,98.70.49.17,UDP,3047,50223,9.293,4440,92,2025-11-03 20:22:00,1
222.17.121.244,11.52.49.136,UDP,26680,28322,5.518,2810,8,2025-11-03 20:23:00,0
164.160.191.154,220.123.235.248,ICMP,21678,14835,0.861,9000,116,2025-11-03 20:24:00,1
48.167.16.168,225.243.61.217,ICMP,22741,37019,1.376,9217,95,2025-11-03 20:25:00,0
135.56.7.128,213.75.122.90,TCP,35866,20710,12.105,8436,173,2025-11-03 20:26:00,1
117.55.125.159,29.101.226.101,TCP,33574,3372,1.703,9098,29,2025-11-03 20:27:00,0
59.57.139.176,110.171.108.173,UDP,56213,158,8.542,5150,79,2025-11-03 20:28:00,0
159.107.210.191,29.240.215.59,TCP,63606,16033,1.684,701,177,2025-11-03 20:29:00,1
74.166.203.148,143.69.95.44,ICMP,46226,58267,14.022,718,24,2025-11-03 20:30:00,1
101.47.232.71,226.163.83.121,UDP,46947,3319,12.293,6403,149,2025-11-03 20:31:00,1
116.181.121.78,57.116.63.204,TCP,36104,55864,0.221,339,113,2025-11-03 20:32:00,0
203.198.28.202,99.240.37.248,UDP,4498,13463,7.357,297,23,2025-11-03 20:33:00,0
93.72.99.176,145.26.16.63,ICMP,60673,59691,0.928,2802,95,2025-11-03 20:34:00,0
74.210.183.95,11.63.246.39,TCP,15195,45011,1.212,279,156,2025-11-03 20:35:00,0
17.136.236.97,130.114.193.182,TCP,4284,39990,3.079,8034,160,2025-11-03 20:36:00,0
162.172.215.9,157.44.215.88,TCP,61242,58591,4.294,3340,150,2025-11-03 20:37:00,0
135.143.18.231,80.158.176.235,ICMP,55014,8958,1.971,7363,190,2025-11-03 20:38:00,1
134.113.242.139,9.154.183.105,UDP,50133,11844,4.283,2305,67,2025-11-03 20:39:00,1
125.203.60.250,125.77.44.217,TCP,6642,2613,0.936,4330,118,2025-11-03 20:40:00,0
42.12.139.85,171.107.149.99,UDP,46789,20947,0.113,5687,73,2025-11-03 20:41:00,0
202.19.49.164,161.26.39.26,UDP,61678,12021,4.234,7971,6,2025-11-03 20:42:00,0
92.87.68.37,83.172.230.173,UDP,35142,12774,3.643,6746,65,2025-11-03 20:43:00,0
253.251.139.250,26.69.66.6,ICMP,10309,30248,5.85,6723,22,2025-11-03 20:44:00,1
99.124.167.54,28.194.12.63,ICMP,39840,444,5.247,6811,179,2025-11-03 20:45:00,0
130.177.40.45,13.253.248.205,TCP,58107,38742,11.389,8640,196,2025-11-03 20:46:00,0
103.105.136.190,129.252.39.165,TCP,9165,17289,3.076,7648,109,2025-11-03 20:47:00,0
128.85.46.5,31.243.16.137,UDP,29376,2911,0.042,560,116,2025-11-03 20:48:00,1
204.0.43.150,109.63.56.141,UDP,45080,44170,4.98,5682,185,2025-11-03 20:49:00,1
38.242.18.208,165.141.202.25,UDP,64069,34570,5.622,3924,55,2025-11-03 20:50:00,1
159.114.194.87,223.121.77.57,ICMP,24731,17310,3.685,1916,170,2025-11-03 20:51:00,0
170.122.81.154,71.87.112.100,ICMP,23185,11914,5.845,2781,180,2025-11-03 20:52:00,0
141.57.145.67,170.169.46.116,TCP,2878,14266,1.955,3572,189,2025-11-03 20:53:00,0
122.251.86.131,172.168.130.239,UDP,19674,28964,0.806,690,19,2025-11-03 20:54:00,0
55.88.218.58,236.89.110.90,UDP,17968,29906,5.461,2198,108,2025-11-03 20:55:00,0
236.62.90.52,129.206.138.229,ICMP,8570,24236,1.406,2691,129,2025-11-03 20:56:00,1
231.216.125.24,135.11.243.249,TCP,55163,48825,3.047,9260,169,2025-11-03 20:57:00,0
72.8.109.165,166.181.194.106,UDP,49345,55083,3.383,9787,191,2025-11-03 20:58:00,0
94.116.82.181,122.52.217.246,UDP,8231,58096,3.243,7502,48,2025-11-03 20:59:00,1
80.151.235.149,222.159.99.173,TCP,30292,9427,4.562,7665,160,2025-11-03 21:00:00,0
100.39.102.239,179.36.118.59,UDP,7510,2923,0.149,8169,178,2025-11-03 21:01:00,0
62.253.197.69,54.145.0.245,ICMP,32246,58007,22.87,7078,142,2025-11-03 21:02:00,0
142.244.108.170,149.27.111.16,TCP,30145,40324,6.299,8744,17,2025-11-03 21:03:00,1
178.188.254.4,176.27.149.211,UDP,19791,30092,2.77,1275,96,2025-11-03 21:04:00,0
72.215.202.17,112.128.222.116,UDP,39939,27772,1.062,158,30,2025-11-03 21:05:00,0
114.84.56.218,244.169.97.238,ICMP,11041,9777,0.418,299,121,2025-11-03 21:06:00,1
107.47.171.173,232.69.91.3,ICMP,16118,920,5.577,5558,111,2025-11-03 21:07:00,0
219.207.246.218,223.207.80.44,ICMP,32260,37773,1.906,1238,179,2025-11-03 21:08:00,1
117.160.30.112,155.178.23.148,UDP,8688,53372,1.303,7621,98,2025-11-03 21:09:00,0
47.133.107.72,160.98.140.112,UDP,30945,57412,2.39,6317,190,2025-11-03 21:10:00,0
71.161.107.53,171.147.122.112,UDP,30869,20955,4.494,2472,152,2025-11-03 21:11:00,0
142.15.170.116,244.129.67.91,TCP,15597,20838,5.569,7269,120,2025-11-03 21:12:00,0
73.73.80.12,60.216.131.124,ICMP,2707,9959,5.181,999,191,2025-11-03 21:13:00,0
128.69.146.235,96.144.128.33,TCP,64614,5576,9.949,2988,142,2025-11-03 21:14:00,0
41.180.156.198,30.4.117.140,ICMP,10414,62810,1.234,605,34,2025-11-03 21:15:00,0
59.88.248.192,230.159.37.249,UDP,34801,51106,5.063,5976,187,2025-11-03 21:16:00,0
24.216.143.180,17.185.245.109,TCP,49612,51721,0.533,6698,111,2025-11-03 21:17:00,0
80.133.164.213,40.223.151.140,TCP,60139,7946,3.97,2419,193,2025-11-03 21:18:00,1
132.225.91.166,111.127.94.147,ICMP,32801,52861,4.385,8676,86,2025-11-03 21:19:00,0
169.91.80.142,29.212.217.180,TCP,43691,46963,1.218,6518,161,2025-11-03 21:20:00,0
71.213.178.65,220.144.72.21,TCP,65029,54081,2.485,3579,108,2025-11-03 21:21:00,0
221.51.222.30,242.59.97.75,UDP,30135,10864,8.778,2748,118,2025-11-03 21:22:00,0
185.206.209.99,119.147.112.181,ICMP,31004,15858,0.803,2375,111,2025-11-03 21:23:00,1
242.157.97.42,114.238.102.80,TCP,52448,52552,2.85,9267,58,2025-11-03 21:24:00,1
139.26.151.227,63.56.28.129,UDP,36404,58698,13.495,3084,18,2025-11-03 21:25:00,1
167.71.242.18,124.209.58.192,TCP,24832,32310,3.507,7830,111,2025-11-03 21:26:00,0
77.44.215.115,86.199.70.89,UDP,64494,22955,6.457,1326,103,2025-11-03 21:27:00,0
87.139.176.222,222.97.43.176,TCP,8250,62449,8.768,9690,140,2025-11-03 21:28:00,0
159.91.21.172,233.115.74.143,UDP,23471,49595,1.139,1670,194,2025-11-03 21:29:00,0
92.191.76.25,163.22.180.45,UDP,38133,33369,1.231,4067,130,2025-11-03 21:30:00,1
108.178.237.135,213.91.12.34,ICMP,18950,27743,7.106,3156,198,2025-11-03 21:31:00,1
109.133.23.19,166.69.107.196,UDP,18645,12135,6.998,5705,28,2025-11-03 21:32:00,0
83.227.114.9,133.246.125.168,TCP,12191,60154,0.31,303,120,2025-11-03 21:33:00,0
112.250.163.102,198.20.155.131,UDP,6733,48059,1.947,6484,123,2025-11-03 21:34:00,0
168.250.220.152,23.199.18.245,UDP,60092,62915,2.542,5615,42,2025-11-03 21:35:00,1
48.190.68.181,203.49.201.186,TCP,14264,11581,8.832,7433,3,2025-11-03 21:36:00,0
182.169.118.45,220.19.235.116,TCP,65330,20967,2.74,4239,176,2025-11-03 21:37:00,0
125.217.13.231,92.92.199.83,UDP,36055,16038,13.014,5122,87,2025-11-03 21:38:00,1
157.243.133.135,53.239.122.85,TCP,33170,2787,28.431,8452,141,2025-11-03 21:39:00,1
37.52.17.215,82.8.3.169,UDP,50458,19080,7.587,373,57,2025-11-03 21:40:00,0
236.37.186.129,25.33.72.137,UDP,9022,15232,5.489,9556,131,2025-11-03 21:41:00,0
196.242.43.47,82.202.140.230,UDP,50107,11841,2.487,9192,114,2025-11-03 21:42:00,1
35.214.218.60,137.207.3.162,TCP,41532,2053,0.347,9712,191,2025-11-03 21:43:00,0
90.51.254.252,7.14.248.38,ICMP,11836,33400,4.256,475,38,2025-11-03 21:44:00,1
8.106.207.169,203.223.90.222,ICMP,53462,3443,2.245,2481,59,2025-11-03 21:45:00,0
131.223.196.212,52.80.99.211,UDP,32125,1755,2.161,6917,28,2025-11-03 21:46:00,1
142.251.95.26,7.106.44.59,UDP,15252,56173,5.819,82,26,2025-11-03 21:47:00,1
111.197.122.186,122.20.155.3,TCP,25771,43994,3.115,1005,84,2025-11-03 21:48:00,1
228.167.50.123,142.1.28.146,ICMP,47324,9771,6.974,255,91,2025-11-03 21:49:00,0
5.76.159.208,37.172.44.152,ICMP,61824,13500,2.539,4360,65,2025-11-03 21:50:00,0
1.204.254.182,120.45.139.53,ICMP,30814,65526,0.818,2745,74,2025-11-03 21:51:00,0
11.180.7.153,45.31.17.13,TCP,2906,26,3.093,9004,61,2025-11-03 21:52:00,1
168.31.215.28,132.22.61.54,TCP,39979,24331,15.081,1862,185,2025-11-03 21:53:00,0
206.236.130.228,202.182.68.242,TCP,19683,10402,8.085,4151,1,2025-11-03 21:54:00,0
128.254.218.212,168.13.251.98,UDP,60989,64233,1.152,6476,160,2025-11-03 21:55:00,0
239.206.61.27,28.199.207.95,TCP,48444,40066,2.482,8162,32,2025-11-03 21:56:00,1
245.44.104.92,71.66.156.100,UDP,24282,47637,13.141,8289,155,2025-11-03 21:57:00,1
25.233.188.44,61.102.195.137,UDP,24910,64371,0.66,4986,141,2025-11-03 21:58:00,1
238.224.173.142,119.16.48.191,UDP,42584,6554,1.465,4783,17,2025-11-03 21:59:00,0
136.175.141.193,212.77.45.93,UDP,32367,5760,1.521,1883,156,2025-11-03 22:00:00,1
80.81.134.207,121.12.227.45,TCP,53966,7756,4.231,5490,89,2025-11-03 22:01:00,0
88.176.126.243,181.16.46.62,TCP,19431,13385,2.644,500,52,2025-11-03 22:02:00,1
55.140.200.184,178.42.67.124,ICMP,50642,29929,0.416,9200,114,2025-11-03 22:03:00,0
56.14.184.58,212.202.233.214,ICMP,4974,27479,4.96,3855,164,2025-11-03 22:04:00,0
163.87.96.144,109.245.199.28,UDP,4913,33898,0.522,7332,47,2025-11-03 22:05:00,0
8.220.214.173,173.168.93.225,ICMP,31434,37765,4.662,7669,194,2025-11-03 22:06:00,0
223.39.240.182,225.238.117.164,ICMP,29992,45065,3.536,329,160,2025-11-03 22:07:00,0
247.13.186.245,91.83.32.25,ICMP,20000,32375,3.403,9352,32,2025-11-03 22:08:00,0
222.52.230.127,236.234.18.175,UDP,24040,20530,0.349,6432,198,2025-11-03 22:09:00,0
155.174.79.115,213.105.32.248,ICMP,10235,38410,5.097,8964,95,2025-11-03 22:10:00,0
134.54.224.44,67.141.206.161,TCP,23766,32369,2.822,6708,123,2025-11-03 22:11:00,0
18.15.11.148,42.213.192.95,UDP,51723,57786,2.648,3616,183,2025-11-03 22:12:00,1
45.191.231.187,47.34.116.212,TCP,24577,55050,4.537,8025,107,2025-11-03 22:13:00,1
93.221.217.22,160.182.181.76,UDP,64362,46670,4.66,6888,128,2025-11-03 22:14:00,1
97.249.244.231,179.207.186.200,TCP,30356,14372,0.076,3822,80,2025-11-03 22:15:00,0
47.28.213.45,248.141.145.128,ICMP,54925,7370,0.669,6955,89,2025-11-03 22:16:00,1
77.251.8.24,55.221.224.98,UDP,14113,3896,1.349,4977,40,2025-11-03 22:17:00,1
15.163.12.91,184.107.48.226,TCP,49358,14454,5.666,4098,28,2025-11-03 22:18:00,0
172.100.70.200,188.112.180.199,UDP,5460,4798,4.299,2196,81,2025-11-03 22:19:00,0
229.232.205.122,134.69.85.136,TCP,18111,45810,7.086,2917,31,2025-11-03 22:20:00,0
76.163.115.61,229.142.153.39,ICMP,56726,1829,6.747,8174,119,2025-11-03 22:21:00,0
232.208.167.245,131.184.9.3,UDP,26452,64681,9.593,9299,87,2025-11-03 22:22:00,1
221.125.154.1,222.45.149.67,UDP,9521,9728,2.365,4477,31,2025-11-03 22:23:00,0
244.161.67.88,193.96.18.228,TCP,29178,12518,2.116,3960,154,2025-11-03 22:24:00,0
21.160.134.193,62.97.56.95,TCP,27533,16944,8.89,1167,4,2025-11-03 22:25:00,0
233.2.235.51,107.87.203.141,ICMP,41428,58518,1.356,6641,107,2025-11-03 22:26:00,0
79.94.181.208,144.143.114.119,TCP,60155,42839,3.092,4107,107,2025-11-03 22:27:00,1
202.245.220.123,52.244.211.41,TCP,45771,26832,1.08,9222,107,2025-11-03 22:28:00,0
187.5.156.17,48.90.38.13,TCP,42857,42045,12.258,3526,186,2025-11-03 22:29:00,0
117.59.149.152,132.95.108.104,ICMP,35373,53067,2.62,4767,117,2025-11-03 22:30:00,0
125.80.84.51,98.230.42.209,ICMP,4981,62581,1.194,9657,79,2025-11-03 22:31:00,0
178.138.183.71,88.92.173.220,UDP,38382,24815,5.888,5549,23,2025-11-03 22:32:00,1
170.38.68.236,126.108.46.214,ICMP,53508,8051,1.403,5521,197,2025-11-03 22:33:00,1
48.124.56.21,92.180.152.41,TCP,15937,60259,14.368,9689,105,2025-11-03 22:34:00,0
82.98.147.15,3.120.76.95,UDP,51861,59440,2.291,3494,188,2025-11-03 22:35:00,0
69.204.178.76,13.104.17.37,ICMP,10821,9664,5.463,1091,171,2025-11-03 22:36:00,0
62.118.212.37,171.161.208.55,ICMP,8555,6901,2.117,7314,154,2025-11-03 22:37:00,0
134.198.25.234,52.212.35.182,TCP,14849,38356,8.232,2627,195,2025-11-03 22:38:00,0
240.7.200.219,187.113.247.52,TCP,65052,21797,11.361,3297,116,2025-11-03 22:39:00,0
4.20.158.149,232.18.139.92,ICMP,7935,59390,7.754,2282,196,2025-11-03 22:40:00,1
232.24.230.143,139.47.100.220,UDP,33340,15785,9.436,4907,55,2025-11-03 22:41:00,0
245.162.176.43,99.235.206.144,TCP,6755,37381,0.537,9103,175,2025-11-03 22:42:00,1
169.36.184.42,237.198.46.67,ICMP,18303,3684,12.889,6872,187,2025-11-03 22:43:00,0
175.91.60.142,31.75.7.217,ICMP,48582,8397,4.895,167,144,2025-11-03 22:44:00,0
68.52.83.34,189.43.177.35,TCP,47247,7348,10.171,6055,58,2025-11-03 22:45:00,0
76.96.151.148,204.188.246.213,UDP,45247,19985,5.767,8337,107,2025-11-03 22:46:00,0
197.229.29.88,218.182.193.14,UDP,25440,43098,1.127,1446,1,2025-11-03 22:47:00,0
235.231.6.36,110.3.144.239,UDP,29024,23028,4.702,3460,127,2025-11-03 22:48:00,1
38.207.51.143,112.68.151.49,TCP,13069,62572,0.477,5640,173,2025-11-03 22:49:00,0
174.150.139.221,55.198.150.239,TCP,52522,17598,5.949,8222,94,2025-11-03 22:50:00,0
172.239.142.93,81.139.138.115,TCP,37323,56500,2.63,9232,134,2025-11-03 22:51:00,1
237.106.125.49,75.97.126.111,UDP,11690,14073,0.823,7528,52,2025-11-03 22:52:00,0
21.14.13.42,101.113.28.62,UDP,19269,12027,19.371,5137,19,2025-11-03 22:53:00,0
236.207.14.234,53.116.175.228,TCP,33590,35860,11.567,4152,102,2025-11-03 22:54:00,1
63.195.26.215,91.246.105.86,TCP,28363,50535,11.2,1433,171,2025-11-03 22:55:00,0
93.104.52.52,128.193.238.100,TCP,5876,52833,7.775,1911,19,2025-11-03 22:56:00,0
63.200.180.57,253.175.93.187,UDP,17438,46814,5.888,1129,39,2025-11-03 22:57:00,0
120.51.106.43,199.184.248.76,ICMP,64843,59024,5.322,5575,108,2025-11-03 22:58:00,0
135.116.169.4,3.80.104.32,ICMP,15305,40967,0.561,4206,160,2025-11-03 22:59:00,0
197.132.202.233,8.86.229.30,UDP,62375,59230,11.541,4579,65,2025-11-03 23:00:00,1
220.79.40.246,143.73.182.123,TCP,49562,31042,10.649,3056,47,2025-11-03 23:01:00,0
222.131.254.2,121.37.142.158,TCP,48179,30988,6.889,3355,141,2025-11-03 23:02:00,0
238.194.241.149,174.191.153.115,TCP,29055,3499,13.108,3932,74,2025-11-03 23:03:00,0
198.42.244.82,109.77.194.36,TCP,17650,57640,4.027,1433,164,2025-11-03 23:04:00,1
108.196.136.212,90.252.205.159,UDP,24326,32257,2.968,760,198,2025-11-03 23:05:00,1
156.25.81.83,206.249.39.74,ICMP,46765,14906,17.202,4366,155,2025-11-03 23:06:00,0
131.72.99.223,201.45.231.107,ICMP,47715,38275,3.119,3637,72,2025-11-03 23:07:00,1
49.144.62.55,170.145.99.164,UDP,31136,24840,5.127,4999,152,2025-11-03 23:08:00,0
151.33.104.105,204.177.60.168,TCP,59866,2138,2.335,7798,148,2025-11-03 23:09:00,0
69.14.174.3,3.81.6.31,ICMP,6535,56808,5.057,7676,86,2025-11-03 23:10:00,1
211.155.2.102,65.94.63.246,UDP,39300,15947,6.367,3920,9,2025-11-03 23:11:00,0
4.87.158.45,77.220.2.93,TCP,5692,24509,4.9,4904,120,2025-11-03 23:12:00,1
187.44.250.75,35.14.20.62,ICMP,7111,54101,3.614,6713,167,2025-11-03 23:13:00,0
165.192.8.145,83.155.3.237,UDP,8039,15621,1.784,8521,114,2025-11-03 23:14:00,1
118.64.130.239,141.206.178.176,ICMP,32443,14824,5.162,6283,1,2025-11-03 23:15:00,0
26.180.158.26,167.223.66.94,ICMP,57812,36634,11.953,6332,11,2025-11-03 23:16:00,1
23.29.9.72,58.211.129.242,UDP,63895,5461,0.035,8626,105,2025-11-03 23:17:00,0
236.216.63.150,25.10.0.48,UDP,40454,54601,0.719,415,1,2025-11-03 23:18:00,0
143.122.104.184,113.175.137.81,ICMP,63676,37265,0.638,6285,81,2025-11-03 23:19:00,0
249.73.147.105,30.162.113.19,ICMP,32338,53605,12.833,5786,123,2025-11-03 23:20:00,1
47.86.52.181,110.180.248.34,UDP,12638,39667,5.435,4917,172,2025-11-03 23:21:00,0
129.1.57.147,32.75.234.126,TCP,5027,35315,15.161,2179,51,2025-11-03 23:22:00,0
190.205.71.230,209.250.133.243,TCP,64794,37698,4.371,2014,17,2025-11-03 23:23:00,1
140.153.26.29,141.230.85.75,TCP,27259,12723,3.097,4541,103,2025-11-03 23:24:00,0
15.173.244.253,192.134.44.173,TCP,61596,24695,7.859,6204,107,2025-11-03 23:25:00,0
129.59.106.220,213.64.93.19,UDP,34390,7215,0.877,6202,120,2025-11-03 23:26:00,1
185.2.114.146,243.118.46.46,TCP,52371,31912,2.401,8644,194,2025-11-03 23:27:00,0
52.59.33.96,29.226.250.245,ICMP,33861,13311,3.139,6385,112,2025-11-03 23:28:00,1
221.88.59.154,212.99.188.231,TCP,9163,35164,1.772,6170,23,2025-11-03 23:29:00,0
231.199.18.246,65.150.222.128,UDP,10609,24056,2.32,6195,169,2025-11-03 23:30:00,0
111.233.21.221,248.50.190.227,TCP,4683,14875,0.407,6318,126,2025-11-03 23:31:00,0
161.165.127.237,244.238.236.22,TCP,27249,27944,1.103,1418,59,2025-11-03 23:32:00,1
238.34.106.128,110.70.32.127,UDP,6658,62977,2.044,1133,106,2025-11-03 23:33:00,1
195.82.137.219,109.99.43.7,TCP,52457,31918,7.945,7175,94,2025-11-03 23:34:00,0
143.138.110.90,128.90.129.17,UDP,40614,54667,1.008,750,25,2025-11-03 23:35:00,0
251.23.76.224,65.185.109.30,TCP,4706,1703,2.128,7501,145,2025-11-03 23:36:00,0
101.131.12.201,214.91.244.225,UDP,36475,57874,0.336,3526,110,2025-11-03 23:37:00,1
185.240.97.120,154.162.190.75,TCP,5586,20059,4.072,4932,19,2025-11-03 23:38:00,0
37.47.198.1,199.155.152.189,ICMP,5676,41263,4.724,3539,82,2025-11-03 23:39:00,0
60.249.139.149,105.30.181.195,ICMP,46973,14538,10.032,3267,46,2025-11-03 23:40:00,1
139.43.114.186,97.50.57.34,UDP,22339,12260,8.549,9843,35,2025-11-03 23:41:00,1
108.43.77.226,187.20.183.37,UDP,10526,15893,1.68,770,23,2025-11-03 23:42:00,0
162.24.252.132,64.240.146.124,UDP,5737,20636,0.736,6460,109,2025-11-03 23:43:00,1
192.115.118.218,101.118.84.78,ICMP,6437,28545,0.849,7472,44,2025-11-03 23:44:00,1
144.9.108.194,202.180.198.221,UDP,23008,14,17.363,6232,9,2025-11-03 23:45:00,1
35.210.133.19,191.103.189.72,TCP,62597,56340,5.592,8841,160,2025-11-03 23:46:00,0
187.180.243.243,103.76.109.19,UDP,21511,51956,0.218,7228,90,2025-11-03 23:47:00,0
8.205.9.195,203.129.240.134,UDP,3099,50041,0.735,1507,93,2025-11-03 23:48:00,1
166.28.14.87,157.168.178.133,TCP,34574,44489,3.326,1598,187,2025-11-03 23:49:00,0
23.209.45.211,169.61.157.249,TCP,21214,42157,1.165,5297,42,2025-11-03 23:50:00,0
28.25.9.175,103.189.99.155,ICMP,33287,37309,8.14,269,190,2025-11-03 23:51:00,0
4.54.65.67,178.209.51.49,TCP,43317,8091,4.257,7021,147,2025-11-03 23:52:00,0
135.54.207.31,190.99.187.126,TCP,12933,2170,4.742,5564,93,2025-11-03 23:53:00,0
74.18.155.81,251.117.207.54,UDP,30236,44529,3.107,8772,117,2025-11-03 23:54:00,1
156.146.228.87,119.132.136.162,ICMP,15986,10424,1.479,2914,127,2025-11-03 23:55:00,0
20.12.76.43,98.35.222.244,TCP,16877,42804,4.451,9167,35,2025-11-03 23:56:00,0
139.175.142.145,148.80.211.220,ICMP,51233,52804,6.311,3132,136,2025-11-03 23:57:00,0
182.49.27.211,85.248.82.63,TCP,35846,28453,2.318,8061,111,2025-11-03 23:58:00,0
4.21.213.119,67.157.196.234,ICMP,15399,8018,3.515,5770,43,2025-11-03 23:59:00,0
101.38.33.97,198.2.176.42,TCP,45385,43679,9.153,6997,45,2025-11-04 00:00:00,1
44.169.39.97,24.43.128.242,UDP,46988,57393,0.805,2732,134,2025-11-04 00:01:00,0
140.129.250.156,115.181.179.36,ICMP,3133,32949,3.94,5264,13,2025-11-04 00:02:00,0
74.85.208.90,207.232.37.172,ICMP,61525,53031,2.142,6806,11,2025-11-04 00:03:00,1
67.198.235.200,82.214.174.29,TCP,62164,25994,6.067,43,102,2025-11-04 00:04:00,0
212.75.226.209,179.40.213.192,ICMP,57459,36233,0.095,4799,198,2025-11-04 00:05:00,1
92.232.9.86,88.236.47.205,TCP,62016,11612,5.55,2974,197,2025-11-04 00:06:00,0
102.184.224.214,225.113.21.99,ICMP,2344,32220,0.543,4673,135,2025-11-04 00:07:00,1
108.164.204.91,17.85.132.61,ICMP,48506,30861,0.335,7401,55,2025-11-04 00:08:00,0
192.78.85.222,89.133.180.81,UDP,58025,49682,6.448,2447,183,2025-11-04 00:09:00,1
107.167.100.226,95.144.58.225,UDP,17011,54924,5.113,2607,19,2025-11-04 00:10:00,0
108.59.225.250,167.53.125.176,ICMP,38209,21064,11.266,9328,107,2025-11-04 00:11:00,0
48.116.226.106,165.47.67.107,UDP,4723,47575,3.666,3189,6,2025-11-04 00:12:00,0
147.199.230.33,78.252.76.27,ICMP,50908,14066,3.775,7867,9,2025-11-04 00:13:00,0
44.252.219.165,88.154.71.245,TCP,63882,24325,6.138,6878,148,2025-11-04 00:14:00,1
112.88.35.81,191.179.46.242,ICMP,47460,1287,1.953,1397,25,2025-11-04 00:15:00,0
88.148.129.31,103.20.114.57,ICMP,29233,34959,0.188,6268,50,2025-11-04 00:16:00,0
